pl_trandeperr2,dec,pl_orbpererr1,st_rad,st_raderr1,pl_radeerr2,pl_orbper,pl_trandep,st_tefferr1,pl_insol,pl_rade,pl_insolerr1,pl_trandeperr1,pl_insolerr2,ra,st_teff,pl_eqt,pl_orbpererr2,st_raderr2,pl_radeerr1,st_tefferr2,disposition,source,pl_rad_to_star_rad_ratio,pl_signal_significance
-11.0,49.225288,1.65e-07,0.955,0.127,-0.87,2.816504904,16814.0,74.0,521.13,12.21,184.34,11.0,-97.95,297.01547,5532.0,1219.0,-1.65e-07,-0.068,1.62,-83.0,CONFIRMED,Kepler,12.785340314136127,1528.5454545454545
-44.3,49.360722,6.154e-05,0.705,0.086,-0.6,33.93373447,8503.7,136.0,8.11,7.34,3.25,44.3,-2.06,284.17233,5040.0,430.0,-6.154e-05,-0.058,0.9,-151.0,FALSE POSITIVE,Kepler,10.411347517730498,191.95711060948085
-13.8,50.61824,8.982e-06,0.917,0.262,-0.2,3.689920099,426.7,157.0,408.99,1.89,342.24,13.8,-123.32,291.62241,5880.0,1147.0,-8.982e-06,-0.098,0.54,-192.0,CONFIRMED,Kepler,2.061068702290076,30.92028985507246
-15.2,51.121738,6.106e-06,1.015,0.148,-0.25,4.431238488,1010.9,77.0,351.23,3.25,135.26,15.2,-68.33,295.81616,5714.0,1104.0,-6.106e-06,-0.079,0.47,-77.0,CONFIRMED,Kepler,3.201970443349754,66.50657894736842
-29.7,51.121738,2.415e-05,1.015,0.148,-0.31,11.37936986,1023.5,77.0,99.68,3.95,38.38,29.7,-19.39,295.81616,5714.0,806.0,-2.415e-05,-0.079,0.57,-77.0,CONFIRMED,Kepler,3.891625615763547,34.46127946127946
-36.3,51.25032,5.724e-05,0.763,0.103,-0.22,26.39432897,1510.9,154.0,13.49,3.07,6.07,36.3,-3.21,289.39972,5129.0,489.0,-5.724e-05,-0.055,0.41,-154.0,CONFIRMED,Kepler,4.023591087811271,41.62258953168045
-6.3,44.337551,1.585e-05,1.012,0.154,-0.27,13.57078281,511.7,105.0,89.61,2.64,38.12,6.3,-22.92,300.86398,5854.0,785.0,-1.585e-05,-0.103,0.4,-117.0,CONFIRMED,Kepler,2.608695652173913,81.22222222222223
-4.4,46.276241,1.406e-05,1.087,0.157,-0.23,7.12594387,192.4,104.0,233.31,1.79,94.86,4.4,-70.6,287.88733,5779.0,997.0,-1.406e-05,-0.142,0.26,-115.0,CONFIRMED,Kepler,1.6467341306347747,43.72727272727273
-37.8,49.733742,7.02e-07,0.956,0.301,-1.58,7.442652004,24446.0,183.0,206.78,15.03,195.52,37.8,-61.76,288.98682,6108.0,967.0,-7.02e-07,-0.1,4.73,-201.0,FALSE POSITIVE,Kepler,15.721757322175732,646.7195767195768
-42.0,49.97575,5.219e-05,0.615,0.027,-0.1,16.38489988,1127.1,82.0,8.35,2.0,1.49,42.0,-1.35,286.73804,4126.0,433.0,-5.219e-05,-0.029,0.09,-82.0,CONFIRMED,Kepler,3.252032520325203,26.835714285714282
-37.7,49.97575,1.493e-05,0.615,0.027,-0.11,7.8774163,1306.1,82.0,22.18,2.16,3.97,37.7,-3.59,286.73804,4126.0,553.0,-1.493e-05,-0.029,0.09,-82.0,CONFIRMED,Kepler,3.51219512195122,34.644562334217504
-53.4,49.97575,0.0001809,0.615,0.027,-0.09,36.4454001,1122.3,82.0,2.88,1.99,0.51,53.4,-0.47,286.73804,4126.0,332.0,-0.0001809,-0.029,0.09,-82.0,CONFIRMED,Kepler,3.2357723577235773,21.01685393258427
-18.5,50.054119,9.36e-07,0.809,0.164,-0.52,3.728732147,5226.5,166.0,258.34,6.02,162.58,18.5,-65.21,290.78574,5497.0,1023.0,-9.36e-07,-0.07,1.22,-149.0,CONFIRMED,Kepler,7.441285537700864,282.5135135135135
-230.0,50.080231,0.0001139,0.781,0.116,-0.91,40.4195037,6256.0,179.0,11.29,7.51,5.67,230.0,-3.57,294.31686,5446.0,467.0,-0.0001139,-0.095,1.12,-163.0,CANDIDATE,Kepler,9.615877080665813,27.2
-25.6,50.149818,2.67e-06,0.564,0.03,-0.12,2.243380573,821.7,82.0,107.6,1.99,21.47,25.6,-20.32,285.17621,4149.0,822.0,-2.67e-06,-0.033,0.1,-91.0,CONFIRMED,Kepler,3.5283687943262416,32.09765625
-22.4,50.241001,2.515e-06,0.924,0.241,-1.95,10.405998015,14489.0,173.0,113.94,11.23,90.01,22.4,-45.01,289.23553,5746.0,833.0,-2.515e-06,-0.16,2.92,-173.0,FALSE POSITIVE,Kepler,12.153679653679653,646.8303571428572
-13.7,50.23035,1.951e-06,0.765,0.055,-0.09,2.337437946,971.2,79.0,311.16,2.34,69.46,13.7,-40.17,293.83331,5005.0,1070.0,-1.951e-06,-0.028,0.17,-79.0,CONFIRMED,Kepler,3.0588235294117645,70.89051094890512
-44.1,50.23035,1.617e-05,0.765,0.055,-0.71,7.2406612,556.4,79.0,68.63,19.45,15.32,44.1,-8.86,293.83331,5005.0,734.0,-1.617e-05,-0.028,1.4,-79.0,CANDIDATE,Kepler,25.424836601307188,12.616780045351472
-3.4,46.276241,4.729e-05,1.087,0.157,-0.07,3.43591631,23.2,104.0,617.61,0.55,251.11,3.4,-186.88,287.88733,5779.0,1272.0,-4.729e-05,-0.142,0.08,-115.0,CANDIDATE,Kepler,0.5059797608095676,6.823529411764706
-46.3,50.28722,1.407e-05,0.473,0.037,-0.29,11.59822233,2804.5,73.0,5.82,2.65,1.49,46.3,-1.63,296.22195,3688.0,396.0,-1.407e-05,-0.051,0.21,-91.0,CONFIRMED,Kepler,5.602536997885835,60.57235421166307
-14.9,50.321609,3.726e-06,0.989,0.28,-0.81,6.575315881,2793.3,162.0,251.38,5.31,209.1,14.9,-91.63,290.09805,5992.0,1015.0,-3.726e-06,-0.151,1.5,-180.0,CONFIRMED,Kepler,5.369059656218402,187.46979865771812
-11.5,50.49456,4.677e-06,0.867,0.187,-0.37,7.275040844,3001.0,164.0,113.64,4.86,75.31,11.5,-28.97,295.45529,5485.0,833.0,-4.677e-06,-0.067,1.05,-180.0,CONFIRMED,Kepler,5.605536332179931,260.95652173913044
-35.3,50.53191,4.145e-05,0.56,0.03,-0.12,19.27153892,1219.8,81.0,5.66,1.93,1.13,35.3,-1.06,293.97336,4077.0,393.0,-4.145e-05,-0.034,0.1,-81.0,CONFIRMED,Kepler,3.446428571428571,34.555240793201136
